100
0.00000
1	4.80872	10.1761	255	0	0
2	16.3156	13.4671	255	0	0
3	8.60939	19.9914	255	0	0
4	18.9393	7.57096	255	0	0
5	10.0138	17.9477	255	0	0
6	9.67078	19.8308	255	0	0
7	3.17873	1.70434	255	0	0
8	6.20304	5.95420	255	0	0
9	4.98746	6.25278	255	0	0
10	17.7589	0.976372	255	0	0
11	7.96048	8.70710	255	0	0
12	3.68968	18.9125	255	0	0
13	2.00239	13.4945	255	0	0
14	9.31112	17.3106	255	0	0
15	15.6516	3.21688	255	0	0
16	9.81772	5.76032	255	0	0
17	16.3478	0.421902	255	0	0
18	7.71940	11.0959	255	0	0
19	6.09550	5.87893	255	0	0
20	12.1486	8.32759	255	0	0
21	5.71177	13.6100	255	0	0
22	4.81251	12.3641	255	0	0
23	15.4109	13.9346	255	0	0
24	9.16199	4.27515	255	0	0
25	6.66503	1.12858	255	0	0
26	19.4919	11.9389	255	0	0
27	10.3718	19.8402	255	0	0
28	5.81143	16.8458	255	0	0
29	17.1072	8.13958	255	0	0
30	15.3617	17.0510	255	0	0
31	17.4860	14.2450	255	0	0
32	15.8265	1.89929	255	0	0
33	2.18967	0.770426	255	0	0
34	19.4683	13.3713	255	0	0
35	8.97519	0.886679	255	0	0
36	18.3753	7.06906	255	0	0
37	9.97183	11.0524	255	0	0
38	17.6386	7.18997	255	0	0
39	1.09430	4.66195	255	0	0
40	18.6950	15.1805	255	0	0
41	13.9442	19.2111	255	0	0
42	0.383946	19.6439	255	0	0
43	16.4098	0.947460	255	0	0
44	0.943369	13.2653	255	0	0
45	19.5279	3.36644	255	0	0
46	9.68981	12.9563	255	0	0
47	18.3596	7.92653	255	0	0
48	5.91220	16.3540	255	0	0
49	0.806634	6.66742	255	0	0
50	16.1021	10.8285	255	0	0
51	2.35063	19.4591	255	0	0
52	13.4667	4.08956	255	0	0
53	10.4848	5.12288	255	0	0
54	8.36453	3.06413	255	0	0
55	2.59888	0.983950	255	0	0
56	13.4525	13.8880	255	0	0
57	19.1860	9.36852	255	0	0
58	1.52663	15.8105	255	0	0
59	15.5624	12.3915	255	0	0
60	17.7539	19.4373	255	0	0
61	15.6736	7.46079	255	0	0
62	6.08737	8.52407	255	0	0
63	1.74870	6.10354	255	0	0
64	6.01861	16.1664	255	0	0
65	1.08416	16.0364	255	0	0
66	2.73387	15.4194	255	0	0
67	13.6897	9.62920	255	0	0
68	10.0108	0.940903	255	0	0
69	3.76057	9.75331	255	0	0
70	6.06252	18.0443	255	0	0
71	10.0144	18.7865	255	0	0
72	1.25958	13.0202	255	0	0
73	0.755700	14.6580	255	0	0
74	16.6228	4.95642	255	0	0
75	0.790152	15.2483	255	0	0
76	11.6355	3.70177	255	0	0
77	17.2129	7.42490	255	0	0
78	1.91683	14.0818	255	0	0
79	7.84848	2.56502	255	0	0
80	5.93112	17.2238	255	0	0
81	2.44158	5.56399	255	0	0
82	8.92148	14.3327	255	0	0
83	18.3320	9.69681	255	0	0
84	5.39325	6.28680	255	0	0
85	11.8811	12.5114	255	0	0
86	4.26313	5.98402	255	0	0
87	1.41849	5.11117	255	0	0
88	9.73091	19.4783	255	0	0
89	4.97204	16.1828	255	0	0
90	5.94857	6.95432	255	0	0
91	7.70919	14.5277	255	0	0
92	7.03028	15.1304	255	0	0
93	11.4752	17.2447	255	0	0
94	4.25807	11.5286	255	0	0
95	0.481643	15.8380	255	0	0
96	0.680934	4.88929	255	0	0
97	11.3132	6.44508	255	0	0
98	13.1633	5.80757	255	0	0
99	0.866358	4.31590	255	0	0
100	4.73762	6.30535	255	0	0
